"","park","guild","cycle","numplots","lat.rank","group","lower","upper","mean","cycle2","sign","guildsign"
"102","MANA","Herbaceous",2,17,13,"c2_Herbaceous",36.772887169929,58.83204474291,47.654445428702,"2","0","Herbaceous_0"
"103","MANA","Herbaceous",3,17,13,"c3_Herbaceous",30.83524456326,58.5333339865675,44.6277388282564,"3","0","Herbaceous_0"
"104","MANA","Shrub",1,19,13,"c1_Shrub",-10.560708213236,15.9660837615897,2.01144476778065,"1","0","Shrub_0"
"105","MANA","Shrub",2,17,13,"c2_Shrub",-6.26751564774141,16.0051503650917,4.65734130787663,"2","0","Shrub_0"
"106","MANA","Shrub",3,17,13,"c3_Shrub",-5.97113566174834,20.9634827656001,7.30323784797261,"3","0","Shrub_0"
"107","NACE","Graminoid",1,45,14,"c1_Graminoid",7.76813710809146,22.0957570237417,14.9075449971554,"1","1","Graminoid_1"
"108","NACE","Graminoid",2,47,14,"c2_Graminoid",14.9753243069052,24.9785077093136,19.7608303589893,"2","1","Graminoid_1"
"109","NACE","Graminoid",3,48,14,"c3_Graminoid",17.6810941290472,31.2270918161404,24.6141157208233,"3","1","Graminoid_1"
"110","NACE","Herbaceous",1,45,14,"c1_Herbaceous",43.3396148332438,56.8911105113186,50.1391377409494,"1","0","Herbaceous_0"
"111","NACE","Herbaceous",2,47,14,"c2_Herbaceous",45.3382228979771,55.3509140643722,50.4388598989671,"2","0","Herbaceous_0"
"112","NACE","Herbaceous",3,48,14,"c3_Herbaceous",43.9990822409399,57.61793334194,50.7385820569848,"3","0","Herbaceous_0"
"113","NACE","Shrub",1,45,14,"c1_Shrub",-5.179819612346,9.15735529990479,2.20499442103456,"1","0","Shrub_0"
"114","NACE","Shrub",2,47,14,"c2_Shrub",-2.38610458417786,7.68315175551365,2.85228572701163,"2","0","Shrub_0"
"115","NACE","Shrub",3,48,14,"c3_Shrub",-3.00854563455875,10.2863821716609,3.49957703298871,"3","0","Shrub_0"
"116","NACE","Tree",1,45,14,"c1_Tree",-6.4305242455196,7.66240322758513,0.79580452238672,"1","0","Tree_0"
"117","NACE","Tree",2,47,14,"c2_Tree",-2.96568874215084,6.88628575037828,1.99622138486658,"2","0","Tree_0"
"118","NACE","Tree",3,48,14,"c3_Tree",-3.1354050358924,10.3901237607615,3.19663824734643,"3","0","Tree_0"
"119","GWMP","Graminoid",1,20,15,"c1_Graminoid",-0.351327863681978,20.9427002128061,10.2248038234792,"1","0","Graminoid_0"
"120","GWMP","Graminoid",2,20,15,"c2_Graminoid",2.41836284040191,18.3903633609699,10.4951625407537,"2","0","Graminoid_0"
"121","GWMP","Graminoid",3,20,15,"c3_Graminoid",0.712178064729078,20.458314845905,10.7655212580282,"3","0","Graminoid_0"
"122","GWMP","Herbaceous",1,20,15,"c1_Herbaceous",34.1831837827974,53.9797734677043,44.3974470639472,"1","0","Herbaceous_0"
"123","GWMP","Herbaceous",2,20,15,"c2_Herbaceous",37.7609658123667,52.9789914579052,45.688292372507,"2","0","Herbaceous_0"
"124","GWMP","Herbaceous",3,20,15,"c3_Herbaceous",37.0687866099826,57.0426229513095,46.9791376810668,"3","0","Herbaceous_0"
"125","GWMP","Shrub",1,20,15,"c1_Shrub",-5.21863998782069,14.6441413155434,4.88245742139548,"1","0","Shrub_0"
"126","GWMP","Shrub",2,20,15,"c2_Shrub",0.260832424324291,15.3497672239437,7.67521539503648,"2","0","Shrub_0"
"127","GWMP","Shrub",3,20,15,"c3_Shrub",0.636634152249203,21.1187370476687,10.4679733686775,"3","0","Shrub_0"
"128","GWMP","Tree",1,20,15,"c1_Tree",-7.88266643189949,12.0632691526943,1.72816249614482,"1","0","Tree_0"
"129","GWMP","Tree",2,20,15,"c2_Tree",-5.54092131748416,9.70962937996362,2.02475528834703,"2","0","Tree_0"
"130","GWMP","Tree",3,20,15,"c3_Tree",-8.00029340742788,13.0732365868362,2.32134808054925,"3","0","Tree_0"
"131","WOTR","Graminoid",1,1,16,"c1_Graminoid",7.56649103819078,78.6878222939757,42.0928327123223,"1","0","Graminoid_0"
"132","WOTR","Graminoid",2,6,16,"c2_Graminoid",20.1237392926967,68.7102768460262,44.6551424033643,"2","0","Graminoid_0"
"133","WOTR","Graminoid",3,6,16,"c3_Graminoid",21.4529983438871,73.249838309825,47.2174520944064,"3","0","Graminoid_0"
"134","WOTR","Herbaceous",1,1,16,"c1_Herbaceous",2.16088883144508,71.2343787029604,36.9445472411193,"1","0","Herbaceous_0"
"135","WOTR","Herbaceous",2,6,16,"c2_Herbaceous",20.2563303169259,66.5937015414821,43.0047863475275,"2","0","Herbaceous_0"
"136","WOTR","Herbaceous",3,6,16,"c3_Herbaceous",23.5406535236243,75.2249309069729,49.0650254539358,"3","0","Herbaceous_0"
"137","WOTR","Shrub",1,1,16,"c1_Shrub",-26.0825090768785,42.7392684328779,7.93391056311064,"1","0","Shrub_0"
"138","WOTR","Shrub",2,6,16,"c2_Shrub",-11.5979353135097,36.0090117372144,11.3642470456345,"2","0","Shrub_0"
"139","WOTR","Shrub",3,6,16,"c3_Shrub",-9.84237068515415,40.1003181962138,14.7945835281584,"3","0","Shrub_0"
"140","WOTR","Tree",1,1,16,"c1_Tree",-32.3329721458599,35.8072249784378,3.01330876606784,"1","0","Tree_0"
"141","WOTR","Tree",2,6,16,"c2_Tree",-20.9644106643306,26.091747117717,1.81532801512402,"2","0","Tree_0"
"142","WOTR","Tree",3,6,16,"c3_Tree",-23.9727131512584,27.1035986451901,0.617347264180209,"3","0","Tree_0"
"143","ROCR","Herbaceous",1,19,17,"c1_Herbaceous",45.6800123687627,65.3947835431486,56.0446882267414,"1","0","Herbaceous_0"
"144","ROCR","Herbaceous",2,19,17,"c2_Herbaceous",49.9753917149609,64.5505272987483,57.481270903672,"2","0","Herbaceous_0"
"145","ROCR","Herbaceous",3,19,17,"c3_Herbaceous",49.1817498154226,68.9812807631803,58.9178535806025,"3","0","Herbaceous_0"
"146","ROCR","Shrub",1,19,17,"c1_Shrub",-4.74977933046456,14.6593902059862,5.42427222755999,"1","0","Shrub_0"
"147","ROCR","Shrub",2,19,17,"c2_Shrub",-1.3723908344955,13.7481953570161,6.33325260518704,"2","0","Shrub_0"
"148","ROCR","Shrub",3,19,17,"c3_Shrub",-2.41875242831516,17.0842802172873,7.24223298281409,"3","0","Shrub_0"
"149","ROCR","Tree",1,19,17,"c1_Tree",-9.23479405816731,10.2041510801075,0.374116365234794,"1","0","Tree_0"
"150","ROCR","Tree",2,19,17,"c2_Tree",-7.11242288101054,8.46203678932447,0.707653404817405,"2","0","Tree_0"
"151","ROCR","Tree",3,19,17,"c3_Tree",-8.91608679164308,10.2813092694856,1.04119044440002,"3","0","Tree_0"
"152","HAFE","Graminoid",1,21,18,"c1_Graminoid",-3.73482817541165,14.2073687503314,5.24917786825389,"1","1","Graminoid_1"
"153","HAFE","Graminoid",2,20,18,"c2_Graminoid",4.82534204437377,18.8464283503523,11.6912383967581,"2","1","Graminoid_1"
"154","HAFE","Graminoid",3,20,18,"c3_Graminoid",8.90286657676635,27.4725094609151,18.1332989252623,"3","1","Graminoid_1"
"155","HAFE","Herbaceous",1,21,18,"c1_Herbaceous",35.4521271261905,54.6832704171969,45.4348296746599,"1","0","Herbaceous_0"
"156","HAFE","Herbaceous",2,20,18,"c2_Herbaceous",36.3133332596006,50.3419909458326,43.6782273538382,"2","0","Herbaceous_0"
"157","HAFE","Herbaceous",3,20,18,"c3_Herbaceous",32.8178789763775,51.1982736088194,41.9216250330164,"3","0","Herbaceous_0"
"158","HAFE","Shrub",1,21,18,"c1_Shrub",-2.87533866170715,15.7302941384623,6.588498290175,"1","0","Shrub_0"
"159","HAFE","Shrub",2,20,18,"c2_Shrub",0.485753094272202,14.3655878961349,7.40450964103019,"2","0","Shrub_0"
"160","HAFE","Shrub",3,20,18,"c3_Shrub",-1.39957584098836,17.3015578313502,8.22052099188538,"3","0","Shrub_0"
"161","HAFE","Tree",1,21,18,"c1_Tree",-7.04159604843444,11.3615630109372,1.88742807399174,"1","0","Tree_0"
"162","HAFE","Tree",2,20,18,"c2_Tree",-4.36849536627417,9.54608009102029,2.72368281472859,"2","0","Tree_0"
"163","HAFE","Tree",3,20,18,"c3_Tree",-5.5110075369134,12.9809968021086,3.55993755546543,"3","0","Tree_0"
"164","CHOH","Graminoid",1,74,19,"c1_Graminoid",27.5824123045864,41.2170050780793,34.3272066214995,"1","1","Graminoid_1"
"165","CHOH","Graminoid",2,75,19,"c2_Graminoid",33.742419698332,44.7422926695652,39.2964515001625,"2","1","Graminoid_1"
"166","CHOH","Graminoid",3,75,19,"c3_Graminoid",37.6353234917883,51.2507361878687,44.2656963788255,"3","1","Graminoid_1"
"167","CHOH","Herbaceous",1,74,19,"c1_Herbaceous",61.9224203371007,75.0330682137667,68.1383071531948,"1","0","Herbaceous_0"
"168","CHOH","Herbaceous",2,75,19,"c2_Herbaceous",63.1177717790448,73.821594460585,68.4842049013026,"2","0","Herbaceous_0"
"169","CHOH","Herbaceous",3,75,19,"c3_Herbaceous",61.9017315647606,75.6756837162714,68.8301026494104,"3","0","Herbaceous_0"
"170","CHOH","Shrub",1,74,19,"c1_Shrub",9.87099372133325,23.5761316593459,16.98768133106,"1","0","Shrub_0"
"171","CHOH","Shrub",2,75,19,"c2_Shrub",15.8821823867057,26.474474479727,21.3137805005048,"2","0","Shrub_0"
"172","CHOH","Shrub",3,75,19,"c3_Shrub",19.2393442703344,32.3733972870611,25.6398796699496,"3","0","Shrub_0"
"173","CHOH","Tree",1,74,19,"c1_Tree",-5.48849876077422,8.55138779517934,1.6309363283497,"1","0","Tree_0"
"174","CHOH","Tree",2,75,19,"c2_Tree",-4.05367828023374,7.29988472278632,1.59384509843342,"2","0","Tree_0"
"175","CHOH","Tree",3,75,19,"c3_Tree",-4.67740477879102,8.4668106924439,1.55675386851714,"3","0","Tree_0"
"176","MONO","Graminoid",1,6,20,"c1_Graminoid",40.4009211010489,71.4218418938696,56.5997405066136,"1","1","Graminoid_1"
"177","MONO","Graminoid",2,15,20,"c2_Graminoid",56.7677513993365,76.4535308403336,66.7891417148855,"2","1","Graminoid_1"
"178","MONO","Graminoid",3,15,20,"c3_Graminoid",64.5622375583303,89.6952837622356,76.9785429231573,"3","1","Graminoid_1"
"179","MONO","Herbaceous",1,6,20,"c1_Herbaceous",64.4584791166779,95.9653030246047,80.4203294315337,"1","0","Herbaceous_0"
"180","MONO","Herbaceous",2,15,20,"c2_Herbaceous",68.7665346022753,87.6923742720927,78.0908365682657,"2","0","Herbaceous_0"
"181","MONO","Herbaceous",3,15,20,"c3_Herbaceous",65.0231638791598,87.7504845887689,75.7613437049977,"3","0","Herbaceous_0"
